"catalogNumber","verbatimContinent","Continent","verbatimWaterBody","Waterbody"
"121","NA","North America",,
"122","NA","North America",,
"123","NA","North America",,
"124","NA","North America",,
"126","NA","North America",,
"2330","NA","North America",,
"141","NA","North America",,
"2328","NA","North America",,
"2327","NA","North America",,
"2326","NA","North America",,
"2325","NA","North America",,
"2283","NA","North America",,
"2282","NA","North America",,
"2331","NA","North America",,
"2345","NA","North America",,
"139","NA","North America",,
"2338","NA","North America",,
"2339","NA","North America",,
"2340","NA","North America",,
"2341","NA","North America",,
"2342","NA","North America",,
"2288","NA","North America",,
"2344","NA","North America",,
"2272","NA","North America",,
"2346","NA","North America",,
"2347","NA","North America",,
"2348","NA","North America",,
"2349","NA","North America",,
"2271","NA","North America",,
"739","NA","North America",,
"2343","NA","North America",,
"2336","NA","North America",,
"142","NA","North America",,
"143","NA","North America",,
"2332","NA","North America",,
"2333","NA","North America",,
"2334","NA","North America",,
"2279","NA","North America",,
"2337","NA","North America",,
"2335","NA","North America",,
"2350","NA","North America",,
"2357","NA","North America",,
"2277","NA","North America",,
"2276","NA","North America",,
"2275","NA","North America",,
"2274","NA","North America",,
"2273","NA","North America",,
"2278","NA","North America",,
"2317","NA","North America",,
"2294","NA","North America",,
"2293","NA","North America",,
"2361","NA","North America",,
"2360","NA","North America",,
"2359","NA","North America",,
"2358","NA","North America",,
"2292","NA","North America",,
"2291","NA","North America",,
"2290","NA","North America",,
"2289","NA","North America",,
"2322","NA","North America",,
"2319","NA","North America",,
"2295","NA","North America",,
"2318","NA","North America",,
"2320","NA","North America",,
"2287","NA","North America",,
"2316","NA","North America",,
"4452","NA","North America",,
"2315","NA","North America",,
"2314","NA","North America",,
"2313","NA","North America",,
"2312","NA","North America",,
"2311","NA","North America",,
"2284","NA","North America",,
"2285","NA","North America",,
"2286","NA","North America",,
"2308","NA","North America",,
"2309","NA","North America",,
"741","NA","North America",,
"2297","NA","North America",,
"2321","NA","North America",,
"2230","NA","North America",,
"2296","NA","North America",,
"2298","NA","North America",,
"2307","NA","North America",,
"2299","NA","North America",,
"2300","NA","North America",,
"2306","NA","North America",,
"2305","NA","North America",,
"2301","NA","North America",,
"2229","NA","North America",,
"2304","NA","North America",,
"2303","NA","North America",,
"2302","NA","North America",,
"744","NA","North America",,
"1552","NA","North America",,
"745","NA","North America",,
"1245","NA","North America",,
"1960","NA","North America",,
"1959","NA","North America",,
"4352","NA","North America",,
"1957","NA","North America",,
"4353","NA","North America",,
"4354","NA","North America",,
"1955","NA","North America",,
"1954","NA","North America",,
"1953","NA","North America",,
"1952","NA","North America",,
"1951","NA","North America",,
"1950","NA","North America",,
"1958","NA","North America",,
"1956","NA","North America",,
"1949","NA","North America",,
"5821","NA","North America",,
"3406","NA","North America",,
"3400","NA","North America",,
"3401","NA","North America",,
"3402","NA","North America",,
"3403","NA","North America",,
"3404","NA","North America",,
"3405","NA","North America",,
"3407","NA","North America",,
"3408","NA","North America",,
"3409","NA","North America",,
"3410","NA","North America",,
"3411","NA","North America",,
"3412","NA","North America",,
"1059","NA","North America",,
"1051","NA","North America",,
"1055","NA","North America",,
"1049","NA","North America",,
"1056","NA","North America",,
"1052","NA","North America",,
"1060","NA","North America",,
"1061","NA","North America",,
"3218","NA","North America",,
"3219","NA","North America",,
"1053","NA","North America",,
"1054","NA","North America",,
"1058","NA","North America",,
"1050","NA","North America",,
"3279","NA","North America",,
"1057","NA","North America",,
"878","NA","North America",,
"877","NA","North America",,
"876","NA","North America",,
"5700","NA","North America",,
"875","NA","North America",,
"3202","NA","North America",,
"872","NA","North America",,
"871","NA","North America",,
"5685","NA","North America",,
"5686","NA","North America",,
"3283","NA","North America",,
"3282","NA","North America",,
"873","NA","North America",,
"5702","NA","North America",,
"3203","NA","North America",,
"879","NA","North America",,
"5701","NA","North America",,
"874","NA","North America",,
"880","NA","North America",,
"3200","NA","North America",,
"3201","NA","North America",,
"5639","NA","North America",,
"5703","NA","North America",,
"5704","NA","North America",,
"5640","NA","North America",,
"861","NA","North America",,
"1211","NA","North America",,
"1214","NA","North America",,
"1215","NA","North America",,
"1213","NA","North America",,
"1212","NA","North America",,
"3216","NA","North America",,
"3199","NA","North America",,
"3276","NA","North America",,
"3277","NA","North America",,
"3215","NA","North America",,
"3275","NA","North America",,
"3274","NA","North America",,
"3212","NA","North America",,
"3273","NA","North America",,
"3213","NA","North America",,
"3214","NA","North America",,
"866","NA","North America",,
"870","NA","North America",,
"869","NA","North America",,
"868","NA","North America",,
"867","NA","North America",,
"862","NA","North America",,
"865","NA","North America",,
"864","NA","North America",,
"863","NA","North America",,
"3271","NA","North America",,
"3209","NA","North America",,
"3270","NA","North America",,
"3210","NA","North America",,
"3211","NA","North America",,
"3272","NA","North America",,
"2383","NA","North America",,
"5786","NA","North America",,
"5785","NA","North America",,
"5788","NA","North America",,
"5787","NA","North America",,
"5784","NA","North America",,
"5791","NA","North America",,
"5789","NA","North America",,
"5790","NA","North America",,
"2382","NA","North America",,
"4336","NA","North America",,
"4334","NA","North America",,
"4335","NA","North America",,
"4627","NA","North America",,
"4618","NA","North America",,
"4532","NA","North America",,
"4620","NA","North America",,
"4622","NA","North America",,
"4623","NA","North America",,
"4624","NA","North America",,
"4526","NA","North America",,
"4626","NA","North America",,
"4619","NA","North America",,
"4628","NA","North America",,
"4629","NA","North America",,
"4630","NA","North America",,
"4631","NA","North America",,
"4632","NA","North America",,
"4633","NA","North America",,
"4625","NA","North America",,
"4540","NA","North America",,
"4534","NA","North America",,
"4535","NA","North America",,
"4621","NA","North America",,
"4543","NA","North America",,
"4527","NA","North America",,
"4536","NA","North America",,
"4537","NA","North America",,
"4533","NA","North America",,
"4539","NA","North America",,
"4541","NA","North America",,
"4616","NA","North America",,
"4617","NA","North America",,
"4531","NA","North America",,
"4530","NA","North America",,
"4529","NA","North America",,
"4542","NA","North America",,
"4528","NA","North America",,
"4538","NA","North America",,
"4339","NA","North America",,
"4338","NA","North America",,
"4340","NA","North America",,
"4337","NA","North America",,
"4311","NA","North America",,
"4296","NA","North America",,
"4312","NA","North America",,
"4329","NA","North America",,
"4331","NA","North America",,
"4330","NA","North America",,
"1657","NA","North America",,
"1656","NA","North America",,
"4333","NA","North America",,
"4332","NA","North America",,
"6132","NA","North America",,
"4313","NA","North America",,
"245","NA","North America",,
"235","NA","North America",,
"236","NA","North America",,
"237","NA","North America",,
"238","NA","North America",,
"240","NA","North America",,
"242","NA","North America",,
"234","NA","North America",,
"244","NA","North America",,
"239","NA","North America",,
"246","NA","North America",,
"247","NA","North America",,
"248","NA","North America",,
"243","NA","North America",,
"241","NA","North America",,
"3329","NA","North America",,
"6149","NA","North America",,
"5926","NA","North America",,
"5679","NA","North America",,
"5682","NA","North America",,
"5681","NA","North America",,
"5680","NA","North America",,
"3225","NA","North America",,
"5678","NA","North America",,
"5676","NA","North America",,
"3224","NA","North America",,
"5683","NA","North America",,
"5675","NA","North America",,
"3223","NA","North America",,
"5677","NA","North America",,
"3222","NA","North America",,
"5660","NA","North America",,
"5661","NA","North America",,
"5662","NA","North America",,
"5663","NA","North America",,
"5664","NA","North America",,
"5665","NA","North America",,
"5666","NA","North America",,
"223","NA","North America",,
"218","NA","North America",,
"219","NA","North America",,
"220","NA","North America",,
"1521","NA","North America",,
"229","NA","North America",,
"224","NA","North America",,
"222","NA","North America",,
"225","NA","North America",,
"217","NA","North America",,
"226","NA","North America",,
"227","NA","North America",,
"228","NA","North America",,
"221","NA","North America",,
"215","NA","North America",,
"216","NA","North America",,
"214","NA","North America",,
"213","NA","North America",,
"6009","NA","North America",,
"5623","NA","North America",,
"6014","NA","North America",,
"6013","NA","North America",,
"6012","NA","North America",,
"6010","NA","North America",,
"6011","NA","North America",,
"5933","NA","North America",,
"5932","NA","North America",,
"5598","NA","North America",,
"5597","NA","North America",,
"5924","NA","North America",,
"5925","NA","North America",,
"304","NA","North America",,
"301","NA","North America",,
"303","NA","North America",,
"305","NA","North America",,
"300","NA","North America",,
"299","NA","North America",,
"307","NA","North America",,
"308","NA","North America",,
"309","NA","North America",,
"302","NA","North America",,
"354","NA","North America",,
"350","NA","North America",,
"355","NA","North America",,
"352","NA","North America",,
"351","NA","North America",,
"364","NA","North America",,
"353","NA","North America",,
"358","NA","North America",,
"347","NA","North America",,
"365","NA","North America",,
"366","NA","North America",,
"357","NA","North America",,
"348","NA","North America",,
"359","NA","North America",,
"360","NA","North America",,
"361","NA","North America",,
"362","NA","North America",,
"363","NA","North America",,
"349","NA","North America",,
"356","NA","North America",,
"313","NA","North America",,
"323","NA","North America",,
"310","NA","North America",,
"311","NA","North America",,
"312","NA","North America",,
"324","NA","North America",,
"322","NA","North America",,
"314","NA","North America",,
"321","NA","North America",,
"320","NA","North America",,
"319","NA","North America",,
"318","NA","North America",,
"317","NA","North America",,
"316","NA","North America",,
"315","NA","North America",,
"1860","NA","North America",,
"1863","NA","North America",,
"1859","NA","North America",,
"1858","NA","North America",,
"1857","NA","North America",,
"1862","NA","North America",,
"1861","NA","North America",,
"332","NA","North America",,
"329","NA","North America",,
"335","NA","North America",,
"336","NA","North America",,
"327","NA","North America",,
"346","NA","North America",,
"345","NA","North America",,
"326","NA","North America",,
"5684","NA","North America",,
"330","NA","North America",,
"328","NA","North America",,
"334","NA","North America",,
"333","NA","North America",,
"331","NA","North America",,
"344","NA","North America",,
"338","NA","North America",,
"339","NA","North America",,
"340","NA","North America",,
"341","NA","North America",,
"342","NA","North America",,
"343","NA","North America",,
"337","NA","North America",,
"325","NA","North America",,
"297","NA","North America",,
"282","NA","North America",,
"281","NA","North America",,
"306","NA","North America",,
"296","NA","North America",,
"298","NA","North America",,
"286","NA","North America",,
"283","NA","North America",,
"285","NA","North America",,
"287","NA","North America",,
"288","NA","North America",,
"289","NA","North America",,
"290","NA","North America",,
"291","NA","North America",,
"292","NA","North America",,
"293","NA","North America",,
"294","NA","North America",,
"295","NA","North America",,
"284","NA","North America",,
"3327","NA","North America",,
"6139","NA","North America",,
"3488","NA","North America",,
"3489","NA","North America",,
"3490","NA","North America",,
"893","NA","North America",,
"884","NA","North America",,
"882","NA","North America",,
"881","NA","North America",,
"3186","NA","North America",,
"3185","NA","North America",,
"3183","NA","North America",,
"885","NA","North America",,
"892","NA","North America",,
"891","NA","North America",,
"890","NA","North America",,
"889","NA","North America",,
"888","NA","North America",,
"3184","NA","North America",,
"1218","NA","North America",,
"1225","NA","North America",,
"1224","NA","North America",,
"1223","NA","North America",,
"1222","NA","North America",,
"1221","NA","North America",,
"1220","NA","North America",,
"883","NA","North America",,
"1219","NA","North America",,
"886","NA","North America",,
"1217","NA","North America",,
"1216","NA","North America",,
"887","NA","North America",,
"3367","NA","North America",,
"3365","NA","North America",,
"3366","NA","North America",,
"3197","NA","North America",,
"3198","NA","North America",,
"3194","NA","North America",,
"3193","NA","North America",,
"1031","NA","North America",,
"1036","NA","North America",,
"3195","NA","North America",,
"3196","NA","North America",,
"3217","NA","North America",,
"3278","NA","North America",,
"1027","NA","North America",,
"1028","NA","North America",,
"1033","NA","North America",,
"1030","NA","North America",,
"1041","NA","North America",,
"1032","NA","North America",,
"1035","NA","North America",,
"1037","NA","North America",,
"1038","NA","North America",,
"1039","NA","North America",,
"1040","NA","North America",,
"1029","NA","North America",,
"1045","NA","North America",,
"1048","NA","North America",,
"1046","NA","North America",,
"1034","NA","North America",,
"1044","NA","North America",,
"1043","NA","North America",,
"1042","NA","North America",,
"1047","NA","North America",,
"1010","NA","North America",,
"1025","NA","North America",,
"1019","NA","North America",,
"1026","NA","North America",,
"1024","NA","North America",,
"1023","NA","North America",,
"1022","NA","North America",,
"1021","NA","North America",,
"1020","NA","North America",,
"1018","NA","North America",,
"1017","NA","North America",,
"1015","NA","North America",,
"1014","NA","North America",,
"1013","NA","North America",,
"1012","NA","North America",,
"1011","NA","North America",,
"1016","NA","North America",,
"453","NA","North America",,
"459","NA","North America",,
"463","NA","North America",,
"471","NA","North America",,
"472","NA","North America",,
"473","NA","North America",,
"470","NA","North America",,
"468","NA","North America",,
"466","NA","North America",,
"457","NA","North America",,
"464","NA","North America",,
"454","NA","North America",,
"462","NA","North America",,
"461","NA","North America",,
"460","NA","North America",,
"467","NA","North America",,
"458","NA","North America",,
"456","NA","North America",,
"455","NA","North America",,
"465","NA","North America",,
"469","NA","North America",,
"550","NA","North America",,
"538","NA","North America",,
"540","NA","North America",,
"542","NA","North America",,
"543","NA","North America",,
"544","NA","North America",,
"545","NA","North America",,
"546","NA","North America",,
"547","NA","North America",,
"537","NA","North America",,
"549","NA","North America",,
"539","NA","North America",,
"551","NA","North America",,
"552","NA","North America",,
"557","NA","North America",,
"558","NA","North America",,
"559","NA","North America",,
"560","NA","North America",,
"553","NA","North America",,
"554","NA","North America",,
"555","NA","North America",,
"548","NA","North America",,
"541","NA","North America",,
"556","NA","North America",,
"3240","NA","North America",,
"493","NA","North America",,
"494","NA","North America",,
"495","NA","North America",,
"492","NA","North America",,
"491","NA","North America",,
"490","NA","North America",,
"489","NA","North America",,
"499","NA","North America",,
"488","NA","North America",,
"487","NA","North America",,
"485","NA","North America",,
"478","NA","North America",,
"498","NA","North America",,
"497","NA","North America",,
"496","NA","North America",,
"474","NA","North America",,
"475","NA","North America",,
"486","NA","North America",,
"477","NA","North America",,
"484","NA","North America",,
"479","NA","North America",,
"480","NA","North America",,
"481","NA","North America",,
"482","NA","North America",,
"483","NA","North America",,
"476","NA","North America",,
"5777","NA","North America",,
"5775","NA","North America",,
"5776","NA","North America",,
"502","NA","North America",,
"500","NA","North America",,
"503","NA","North America",,
"513","NA","North America",,
"501","NA","North America",,
"516","NA","North America",,
"515","NA","North America",,
"514","NA","North America",,
"512","NA","North America",,
"511","NA","North America",,
"506","NA","North America",,
"509","NA","North America",,
"508","NA","North America",,
"507","NA","North America",,
"510","NA","North America",,
"505","NA","North America",,
"504","NA","North America",,
"5999","NA","North America",,
"5792","NA","North America",,
"5793","NA","North America",,
"5794","NA","North America",,
"5795","NA","North America",,
"5796","NA","North America",,
"5797","NA","North America",,
"5798","NA","North America",,
"5799","NA","North America",,
"5800","NA","North America",,
"3266","NA","North America",,
"5780","NA","North America",,
"5801","NA","North America",,
"6148","NA","North America",,
"6147","NA","North America",,
"6146","NA","North America",,
"6145","NA","North America",,
"6144","NA","North America",,
"6141","NA","North America",,
"6140","NA","North America",,
"5804","NA","North America",,
"5778","NA","North America",,
"5802","NA","North America",,
"5768","NA","North America",,
"5781","NA","North America",,
"5779","NA","North America",,
"5774","NA","North America",,
"5773","NA","North America",,
"5772","NA","North America",,
"5771","NA","North America",,
"5770","NA","North America",,
"5769","NA","North America",,
"5803","NA","North America",,
"523","NA","North America",,
"522","NA","North America",,
"521","NA","North America",,
"520","NA","North America",,
"517","NA","North America",,
"518","NA","North America",,
"524","NA","North America",,
"533","NA","North America",,
"519","NA","North America",,
"525","NA","North America",,
"526","NA","North America",,
"527","NA","North America",,
"528","NA","North America",,
"529","NA","North America",,
"530","NA","North America",,
"532","NA","North America",,
"534","NA","North America",,
"535","NA","North America",,
"536","NA","North America",,
"531","NA","North America",,
"5783","NA","North America",,
